id;user_id;role;created_at
05efc8eb-a5b6-4b86-b005-4335a19dbd9a;b7d68135-b16f-4efd-89e9-dc9180061ef1;admin;2025-12-28 18:56:28.226087+00
760452e9-4981-4c05-905c-3dceb8f7ba36;0e434dbc-e66e-40cf-930d-8236e5545e39;admin;2026-01-26 00:34:43.348245+00
