id;follower_id;following_id;status;created_at
6a703ee8-b99c-4be6-8139-2585232dd4df;b7d68135-b16f-4efd-89e9-dc9180061ef1;0e434dbc-e66e-40cf-930d-8236e5545e39;accepted;2026-01-25 07:56:15.321946+00
c7bccf3b-3853-4923-a67a-f6048b997e39;b7d68135-b16f-4efd-89e9-dc9180061ef1;f6fe9461-d81a-4a52-b194-3b7a30f6fa8c;accepted;2026-01-29 05:25:46.241592+00
b12a4b6e-fc49-4f87-8264-7280d1e784a2;f6fe9461-d81a-4a52-b194-3b7a30f6fa8c;b7d68135-b16f-4efd-89e9-dc9180061ef1;accepted;2026-01-29 05:26:01.172817+00
3731a902-a7e0-4859-a136-6e731db7c374;0e434dbc-e66e-40cf-930d-8236e5545e39;b7d68135-b16f-4efd-89e9-dc9180061ef1;accepted;2026-02-04 23:54:23.855845+00
f2874b0d-c391-4912-a295-e3f9a894c2fc;b7d68135-b16f-4efd-89e9-dc9180061ef1;2295123d-fa10-48a2-a6eb-b5d67ccbe888;accepted;2026-02-12 16:05:17.294684+00
3227cf75-5d2d-46e3-be0f-15ad56a96946;b7d68135-b16f-4efd-89e9-dc9180061ef1;25fbd092-9d1d-4a49-80e1-0271cfdcef3a;accepted;2026-02-13 15:38:17.043684+00
